Flight_ID,Date,Route,Aircraft_Type,Passengers,Ticket_Price_USD,Delay_Minutes,Weather_Condition,Maintenance_Status,Customer_Satisfaction_Score
FL05535,2025-03-24,BOM-LHR,Airbus A380,372,1163.24,0,Rain,Routine,4
FL05536,2025-09-15,SIN-SYD,Boeing 777,158,1090.05,15,Clear,Routine,2
FL05537,2025-09-03,JFK-LHR,Airbus A350,230,841.9,57,Clear,Routine,1
FL05538,2025-02-28,SFO-HND,Airbus A350,300,501.82,34,Snow,Routine,4
FL05539,2025-08-15,DXB-LHR,Boeing 787,252,1360.8,72,Rain,Cleared,3
FL05540,2025-01-16,SIN-SYD,Boeing 777,353,1097.31,6,Storm,Cleared,2
FL05541,2025-10-20,SFO-HND,Boeing 777,219,461.24,18,Rain,Routine,1
FL05542,2025-06-13,SIN-SYD,Airbus A320,224,1131.0,9,Snow,Cleared,1
FL05543,2025-12-23,SFO-HND,Airbus A350,396,1176.79,17,Clear,Delayed,5
FL05544,2025-07-26,DXB-LHR,Airbus A350,219,1358.6,20,Clear,Routine,3
FL05545,2025-07-26,DXB-LHR,Boeing 777,51,528.55,0,Storm,Routine,2
FL05546,2025-01-01,JFK-CDG,Boeing 787,183,1485.94,6,Clear,Routine,5
FL05547,2025-11-07,BOM-LHR,Boeing 777,176,441.74,30,Clear,Routine,5
FL05548,2025-11-26,SFO-HND,Boeing 787,95,1000.86,37,Rain,Routine,5
FL05549,2025-01-25,JFK-CDG,Airbus A350,243,1071.47,21,Clear,Delayed,1
FL05550,2025-11-10,SFO-HND,Airbus A320,258,773.69,7,Rain,Routine,2
FL05551,2025-12-25,JFK-CDG,Airbus A380,345,843.8,12,Clear,Routine,3
FL05552,2025-12-07,DXB-LHR,Airbus A350,107,1363.64,2,Clear,Urgent,4
FL05553,2025-03-03,SIN-SYD,Boeing 787,127,1056.59,76,Clear,Urgent,4
FL05554,2025-11-26,DEL-SFO,Boeing 777,251,871.25,50,Fog,Urgent,2
FL05555,2025-05-15,JFK-CDG,Airbus A350,338,410.44,1,Fog,Delayed,4
FL05556,2025-09-28,SFO-HND,Airbus A320,111,259.17,4,Clear,Routine,1
FL05557,2025-07-23,SFO-HND,Boeing 787,317,406.21,21,Clear,Routine,3
FL05558,2025-03-04,DEL-SFO,Boeing 777,175,1445.23,6,Clear,Routine,2
FL05559,2025-12-27,BOM-LHR,Airbus A380,98,1205.11,68,Clear,Routine,1
FL05560,2025-04-12,DXB-LHR,Boeing 787,137,1458.9,35,Clear,Routine,3
FL05561,2025-02-13,SFO-HND,Boeing 777,383,294.64,7,Clear,Routine,3
FL05562,2025-10-07,JFK-LHR,Airbus A380,310,1100.28,0,Snow,Routine,4
FL05563,2025-08-22,SIN-SYD,Boeing 777,228,305.37,40,Rain,Routine,3
FL05564,2025-04-14,JFK-CDG,Airbus A380,118,1227.57,13,Clear,Routine,2
FL05565,2025-11-20,BOM-LHR,Airbus A380,109,726.19,25,Rain,Delayed,5
FL05566,2025-09-30,DEL-SFO,Airbus A380,351,369.71,8,Clear,Routine,3
FL05567,2025-04-30,SIN-SYD,Boeing 777,298,960.06,3,Clear,Routine,4
FL05568,2025-12-15,DXB-LHR,Airbus A380,218,600.15,28,Rain,Routine,4
FL05569,2025-06-05,BOM-LHR,Boeing 787,318,1074.47,14,Clear,Routine,3
FL05570,2025-01-03,JFK-CDG,Airbus A320,161,1072.72,6,Clear,Cleared,2
FL05571,2025-12-02,JFK-CDG,Airbus A320,149,1131.26,3,Clear,Routine,5
FL05572,2025-05-25,DEL-SFO,Airbus A380,264,1490.58,21,Fog,Routine,5
FL05573,2025-11-01,JFK-LHR,Airbus A320,162,733.37,32,Rain,Routine,5
FL05574,2025-11-03,DEL-SFO,Airbus A320,146,831.64,8,Clear,Routine,1
FL05575,2025-03-20,DXB-LHR,Airbus A380,356,1255.76,33,Storm,Routine,2
FL05576,2025-06-28,BOM-LHR,Airbus A380,167,972.96,5,Clear,Cleared,1
FL05577,2025-12-20,BOM-LHR,Boeing 787,85,296.57,10,Fog,Routine,1
FL05578,2025-04-09,SFO-HND,Airbus A350,386,1303.85,34,Rain,Routine,4
FL05579,2025-07-27,JFK-LHR,Boeing 777,339,314.37,26,Clear,Routine,5
FL05580,2025-04-21,JFK-LHR,Airbus A380,353,463.53,7,Snow,Routine,1
FL05581,2025-10-08,BOM-LHR,Airbus A380,396,377.6,3,Rain,Routine,2
FL05582,2025-06-21,BOM-LHR,Airbus A320,173,347.41,1,Fog,Routine,3
FL05583,2025-01-31,SIN-SYD,Boeing 787,89,282.11,45,Storm,Routine,1
FL05584,2025-10-16,SIN-SYD,Airbus A320,190,318.78,1,Clear,Routine,5
FL05585,2025-06-13,SIN-SYD,Airbus A380,75,803.05,3,Clear,Delayed,4
FL05586,2025-05-17,JFK-LHR,Airbus A380,191,566.07,6,Clear,Cleared,2
FL05587,2025-11-09,SFO-HND,Airbus A320,385,408.17,14,Clear,Routine,2
FL05588,2025-04-30,JFK-CDG,Airbus A380,106,1073.38,38,Clear,Routine,1
FL05589,2025-01-02,SIN-SYD,Airbus A350,199,532.64,7,Clear,Routine,2
FL05590,2025-05-20,SFO-HND,Boeing 777,254,273.69,19,Clear,Routine,4
FL05591,2025-05-03,DEL-SFO,Boeing 777,125,773.02,2,Snow,Routine,1
FL05592,2025-01-01,DXB-LHR,Boeing 777,334,638.04,15,Storm,Routine,1
FL05593,2025-12-26,SIN-SYD,Airbus A350,259,648.26,4,Clear,Routine,5
FL05594,2025-12-21,DEL-SFO,Airbus A380,307,806.59,5,Clear,Routine,4
FL05595,2025-05-01,JFK-CDG,Airbus A320,308,1086.14,11,Clear,Routine,2
FL05596,2025-11-18,DXB-LHR,Boeing 787,233,1020.6,35,Fog,Routine,5
FL05597,2025-10-03,DXB-LHR,Airbus A380,377,1421.58,34,Clear,Cleared,3
FL05598,2025-04-23,JFK-CDG,Airbus A350,60,897.15,13,Fog,Routine,2
FL05599,2025-05-28,SIN-SYD,Airbus A350,209,840.71,3,Fog,Routine,2
FL05600,2025-03-07,JFK-LHR,Boeing 777,309,516.77,8,Fog,Routine,5
FL05601,2025-08-24,JFK-CDG,Airbus A380,137,1194.23,17,Clear,Delayed,5
FL05602,2025-06-05,JFK-CDG,Boeing 777,233,425.97,50,Clear,Routine,5
FL05603,2025-06-13,JFK-CDG,Boeing 787,65,863.92,86,Fog,Delayed,1
FL05604,2025-12-04,DXB-LHR,Boeing 777,293,776.65,25,Clear,Routine,1
FL05605,2025-03-28,SFO-HND,Boeing 787,135,1072.88,10,Clear,Routine,1
FL05606,2025-07-18,DEL-SFO,Airbus A350,248,1397.03,29,Clear,Delayed,5
FL05607,2025-06-13,JFK-LHR,Boeing 777,59,1433.24,10,Clear,Cleared,1
FL05608,2025-07-21,SIN-SYD,Boeing 777,213,459.75,24,Fog,Delayed,3
FL05609,2025-01-18,SIN-SYD,Airbus A320,73,577.27,6,Clear,Cleared,1
FL05610,2025-07-05,DEL-SFO,Airbus A350,113,1264.54,7,Snow,Routine,1
FL05611,2025-06-18,SFO-HND,Airbus A320,361,897.85,1,Rain,Routine,2
FL05612,2025-09-07,JFK-CDG,Boeing 787,287,816.29,13,Clear,Routine,1
FL05613,2025-06-06,JFK-LHR,Boeing 787,394,1138.28,24,Snow,Routine,4
FL05614,2025-08-05,SIN-SYD,Airbus A350,287,1002.41,38,Fog,Routine,2
FL05615,2025-06-26,DEL-SFO,Boeing 787,71,1463.39,41,Fog,Routine,1
FL05616,2025-04-16,BOM-LHR,Airbus A350,229,979.97,122,Snow,Routine,1
FL05617,2025-03-15,DEL-SFO,Boeing 787,355,832.47,2,Clear,Routine,2
FL05618,2025-04-01,SIN-SYD,Airbus A380,96,928.52,16,Clear,Routine,2
FL05619,2025-11-23,JFK-CDG,Boeing 777,328,1260.67,18,Clear,Routine,2
FL05620,2025-06-28,BOM-LHR,Airbus A380,273,1015.84,40,Clear,Urgent,1
FL05621,2025-11-18,SFO-HND,Airbus A350,267,1058.81,7,Clear,Delayed,5
FL05622,2025-03-31,JFK-LHR,Airbus A350,286,1464.3,1,Clear,Routine,4
FL05623,2025-03-01,SFO-HND,Airbus A380,253,1022.99,9,Clear,Routine,4
FL05624,2025-11-26,SFO-HND,Boeing 777,388,725.36,103,Clear,Routine,3
FL05625,2025-07-24,DEL-SFO,Boeing 777,68,1114.16,57,Clear,Routine,1
FL05626,2025-02-02,JFK-LHR,Airbus A320,229,1074.32,12,Clear,Routine,3
FL05627,2025-10-09,JFK-LHR,Boeing 787,211,267.31,52,Rain,Delayed,2
FL05628,2025-08-04,SIN-SYD,Airbus A320,334,834.16,0,Clear,Routine,2
FL05629,2025-05-01,SIN-SYD,Boeing 777,110,1178.63,9,Rain,Routine,5
FL05630,2025-08-20,JFK-LHR,Airbus A380,134,873.8,32,Fog,Routine,2
FL05631,2025-04-14,BOM-LHR,Boeing 787,84,1224.53,6,Clear,Delayed,5
FL05632,2025-09-21,DXB-LHR,Airbus A380,54,813.6,5,Fog,Routine,1
FL05633,2025-11-13,SIN-SYD,Airbus A320,125,1479.15,49,Rain,Routine,4
FL05634,2025-11-03,DXB-LHR,Airbus A350,302,616.11,23,Clear,Delayed,5
FL05635,2025-11-09,DEL-SFO,Airbus A380,56,365.15,112,Clear,Routine,4
FL05636,2025-01-15,BOM-LHR,Airbus A320,218,787.51,3,Fog,Routine,2
FL05637,2025-04-10,JFK-LHR,Airbus A320,179,927.14,11,Clear,Routine,1
FL05638,2025-07-05,BOM-LHR,Airbus A320,187,686.37,9,Clear,Routine,4
FL05639,2025-01-17,SIN-SYD,Airbus A350,349,552.85,53,Fog,Routine,1
FL05640,2025-02-11,SFO-HND,Airbus A350,375,1090.07,7,Snow,Routine,3
FL05641,2025-12-09,DEL-SFO,Airbus A350,140,721.41,10,Rain,Delayed,3
FL05642,2025-12-28,JFK-LHR,Boeing 787,212,1039.21,3,Fog,Cleared,1
FL05643,2025-05-24,JFK-CDG,Airbus A350,367,1223.84,37,Snow,Routine,2
FL05644,2025-09-14,DEL-SFO,Airbus A350,302,1201.25,6,Clear,Delayed,4
FL05645,2025-04-06,DXB-LHR,Airbus A350,250,719.14,1,Clear,Routine,5
FL05646,2025-10-31,BOM-LHR,Airbus A380,69,959.87,14,Storm,Cleared,2
FL05647,2025-10-25,JFK-LHR,Airbus A350,278,812.07,12,Clear,Delayed,4
FL05648,2025-04-29,DEL-SFO,Boeing 787,212,1338.51,4,Clear,Routine,4
FL05649,2025-11-21,BOM-LHR,Airbus A320,214,1348.45,3,Clear,Routine,3
FL05650,2025-02-14,JFK-LHR,Airbus A380,281,679.68,56,Clear,Routine,1
FL05651,2025-11-07,SIN-SYD,Boeing 777,377,364.67,1,Clear,Routine,5
FL05652,2025-02-09,DEL-SFO,Airbus A350,287,459.48,2,Storm,Urgent,3
FL05653,2025-03-21,SIN-SYD,Airbus A320,169,708.75,7,Storm,Routine,1
FL05654,2025-11-30,DEL-SFO,Airbus A320,156,955.31,76,Clear,Routine,3
FL05655,2025-11-19,SIN-SYD,Airbus A380,299,1070.98,2,Rain,Cleared,4
FL05656,2025-07-30,BOM-LHR,Boeing 777,385,664.21,42,Rain,Delayed,4
FL05657,2025-12-07,JFK-CDG,Boeing 787,333,1084.37,55,Clear,Delayed,1
FL05658,2025-10-16,DEL-SFO,Airbus A320,247,1422.17,11,Clear,Routine,2
FL05659,2025-01-06,DEL-SFO,Airbus A320,269,1065.02,8,Clear,Routine,5
FL05660,2025-03-11,SIN-SYD,Airbus A320,200,448.21,28,Rain,Routine,5
FL05661,2025-05-16,JFK-LHR,Airbus A320,335,974.59,30,Clear,Delayed,2
FL05662,2025-10-03,DEL-SFO,Airbus A380,314,927.37,37,Clear,Routine,4
FL05663,2025-01-03,SIN-SYD,Boeing 777,269,1338.38,44,Clear,Routine,2
FL05664,2025-11-04,SFO-HND,Airbus A320,265,687.88,7,Fog,Delayed,3
FL05665,2025-02-27,SIN-SYD,Boeing 787,364,778.68,29,Snow,Routine,2
FL05666,2025-05-28,BOM-LHR,Boeing 787,205,998.32,3,Clear,Routine,1
FL05667,2025-09-04,JFK-CDG,Airbus A350,265,905.53,17,Fog,Delayed,1
FL05668,2025-01-30,SFO-HND,Airbus A320,384,1148.77,23,Clear,Routine,3
FL05669,2025-10-28,BOM-LHR,Airbus A320,163,300.49,4,Rain,Cleared,2
FL05670,2025-05-22,BOM-LHR,Airbus A320,210,954.4,1,Clear,Routine,1
FL05671,2025-06-18,BOM-LHR,Airbus A320,352,402.09,5,Clear,Routine,2
FL05672,2025-04-25,JFK-LHR,Airbus A320,147,644.01,13,Storm,Routine,1
FL05673,2025-01-30,BOM-LHR,Boeing 787,206,1077.03,54,Snow,Routine,4
FL05674,2025-04-30,JFK-LHR,Boeing 777,211,446.77,18,Clear,Urgent,2
FL05675,2025-08-03,BOM-LHR,Boeing 777,91,636.05,34,Clear,Cleared,3
FL05676,2025-09-28,DXB-LHR,Airbus A350,229,1128.76,4,Clear,Cleared,3
FL05677,2025-08-16,SFO-HND,Boeing 787,352,1063.51,2,Snow,Routine,1
FL05678,2025-07-06,DXB-LHR,Airbus A320,379,363.8,6,Clear,Routine,2
FL05679,2025-03-30,BOM-LHR,Boeing 777,100,971.59,9,Rain,Routine,4
FL05680,2025-07-15,SFO-HND,Airbus A380,301,434.07,19,Fog,Routine,3
FL05681,2025-06-22,SFO-HND,Airbus A380,399,565.34,53,Clear,Routine,3
FL05682,2025-10-16,DEL-SFO,Airbus A380,169,824.01,13,Fog,Routine,2
FL05683,2025-02-25,JFK-CDG,Airbus A320,124,386.68,18,Clear,Routine,2
FL05684,2025-04-28,DXB-LHR,Airbus A320,211,1492.06,0,Rain,Routine,1
FL05685,2025-12-17,JFK-CDG,Airbus A350,198,456.71,0,Snow,Urgent,3
FL05686,2025-03-24,SFO-HND,Airbus A350,172,1226.64,2,Clear,Delayed,3
FL05687,2025-08-11,JFK-LHR,Airbus A350,190,1287.3,30,Clear,Routine,2
FL05688,2025-12-15,SFO-HND,Airbus A380,231,1493.08,16,Fog,Routine,3
FL05689,2025-08-04,JFK-CDG,Airbus A320,326,785.82,5,Clear,Routine,4
FL05690,2025-04-16,DXB-LHR,Airbus A380,306,1342.62,22,Clear,Routine,5
FL05691,2025-04-14,BOM-LHR,Airbus A350,374,1446.92,19,Clear,Routine,5
FL05692,2025-12-14,DEL-SFO,Airbus A320,294,466.12,2,Clear,Routine,4
FL05693,2025-03-27,DEL-SFO,Boeing 787,135,849.3,25,Clear,Urgent,2
FL05694,2025-12-06,DEL-SFO,Boeing 777,120,325.01,36,Clear,Delayed,5
FL05695,2025-12-31,BOM-LHR,Boeing 777,318,1025.91,8,Clear,Routine,2
FL05696,2025-04-17,DEL-SFO,Airbus A350,229,976.76,29,Rain,Routine,1
FL05697,2025-01-12,DXB-LHR,Airbus A380,328,505.16,5,Clear,Routine,3
FL05698,2025-08-17,BOM-LHR,Boeing 787,198,1247.38,35,Clear,Cleared,1
FL05699,2025-12-29,DEL-SFO,Airbus A320,55,296.59,60,Clear,Delayed,5
FL05700,2025-09-15,BOM-LHR,Airbus A380,197,1257.78,14,Clear,Routine,5
FL05701,2025-07-11,JFK-CDG,Airbus A350,381,283.31,7,Clear,Delayed,2
FL05702,2025-04-02,DXB-LHR,Airbus A380,217,1071.04,12,Clear,Routine,5
FL05703,2025-09-30,SIN-SYD,Airbus A350,58,348.46,7,Clear,Routine,2
FL05704,2025-08-30,JFK-LHR,Boeing 777,227,564.03,0,Clear,Delayed,4
FL05705,2025-07-14,DEL-SFO,Boeing 777,333,1152.39,26,Rain,Routine,5
FL05706,2025-12-08,JFK-LHR,Airbus A380,165,600.51,1,Fog,Routine,4
FL05707,2025-03-29,BOM-LHR,Boeing 787,145,888.97,5,Clear,Routine,4
FL05708,2025-03-05,JFK-LHR,Airbus A320,380,1394.06,32,Snow,Routine,2
FL05709,2025-07-21,DXB-LHR,Airbus A350,393,312.04,27,Clear,Delayed,2
FL05710,2025-03-10,DXB-LHR,Airbus A320,105,1263.85,1,Snow,Delayed,3
FL05711,2025-02-28,SFO-HND,Boeing 777,256,331.59,26,Rain,Delayed,3
FL05712,2025-02-26,DEL-SFO,Boeing 787,154,408.49,66,Rain,Routine,4
FL05713,2025-10-12,SFO-HND,Boeing 787,84,399.15,1,Fog,Delayed,5
FL05714,2025-04-27,JFK-LHR,Airbus A320,258,1492.63,13,Clear,Routine,4
FL05715,2025-12-17,SIN-SYD,Boeing 777,330,475.23,32,Clear,Routine,5
FL05716,2025-04-15,SFO-HND,Airbus A320,196,1370.95,27,Clear,Routine,2
FL05717,2025-02-13,SFO-HND,Airbus A380,336,1488.67,6,Rain,Routine,5
FL05718,2025-05-28,DXB-LHR,Boeing 787,130,729.73,4,Storm,Routine,1
FL05719,2025-01-28,SIN-SYD,Boeing 787,99,1038.81,38,Clear,Routine,5
FL05720,2025-03-19,BOM-LHR,Airbus A380,136,1223.86,78,Clear,Routine,3
FL05721,2025-08-03,JFK-LHR,Boeing 777,240,740.81,36,Rain,Routine,3
FL05722,2025-01-15,SFO-HND,Boeing 787,352,452.27,82,Clear,Routine,1
FL05723,2025-02-21,SIN-SYD,Airbus A350,50,792.2,23,Clear,Routine,2
FL05724,2025-11-06,DEL-SFO,Airbus A350,187,1214.86,66,Clear,Routine,2
FL05725,2025-01-28,SIN-SYD,Boeing 777,185,1225.95,29,Clear,Routine,2
FL05726,2025-05-07,JFK-LHR,Airbus A380,203,538.17,59,Clear,Cleared,4
FL05727,2025-12-14,SIN-SYD,Airbus A320,211,468.71,4,Clear,Routine,4
FL05728,2025-07-31,SIN-SYD,Boeing 777,68,1400.7,42,Clear,Cleared,3
FL05729,2025-10-27,SIN-SYD,Airbus A320,377,305.0,5,Fog,Routine,4
FL05730,2025-02-10,DEL-SFO,Boeing 777,292,1168.42,0,Clear,Routine,1
FL05731,2025-08-21,SFO-HND,Airbus A350,178,308.03,18,Rain,Delayed,4
FL05732,2025-11-18,JFK-LHR,Airbus A380,225,1297.38,9,Rain,Delayed,2
FL05733,2025-12-14,DEL-SFO,Airbus A350,329,1381.77,1,Fog,Routine,3
FL05734,2025-04-07,SIN-SYD,Airbus A380,133,621.77,98,Rain,Routine,1
FL05735,2025-08-29,SIN-SYD,Airbus A320,271,342.42,27,Rain,Delayed,4
FL05736,2025-08-26,SFO-HND,Boeing 777,374,850.86,58,Snow,Cleared,1
FL05737,2025-06-20,JFK-LHR,Boeing 787,194,623.08,174,Clear,Cleared,4
FL05738,2025-05-07,DXB-LHR,Boeing 787,155,771.42,12,Clear,Routine,5
FL05739,2025-10-19,DEL-SFO,Airbus A380,374,1081.23,7,Clear,Delayed,1
FL05740,2025-01-29,SFO-HND,Airbus A380,60,512.28,5,Clear,Delayed,5
FL05741,2025-07-12,JFK-LHR,Airbus A350,215,696.19,18,Clear,Delayed,5
FL05742,2025-06-01,DEL-SFO,Boeing 787,245,1228.2,23,Clear,Cleared,5
FL05743,2025-06-24,SIN-SYD,Airbus A350,280,1054.7,15,Clear,Delayed,3
FL05744,2025-06-22,JFK-LHR,Airbus A320,196,657.84,12,Rain,Routine,3
FL05745,2025-01-10,JFK-LHR,Boeing 787,287,1080.38,4,Fog,Routine,5
FL05746,2025-07-26,BOM-LHR,Airbus A320,62,1206.64,14,Clear,Routine,2
FL05747,2025-10-04,JFK-LHR,Boeing 777,268,990.61,2,Clear,Urgent,5
FL05748,2025-07-12,DXB-LHR,Airbus A350,306,549.37,50,Fog,Routine,5
FL05749,2025-09-02,JFK-LHR,Airbus A380,51,250.31,1,Rain,Routine,5
FL05750,2025-06-30,DXB-LHR,Boeing 787,259,1253.56,11,Fog,Routine,2
FL05751,2025-06-24,SIN-SYD,Airbus A350,274,1278.29,2,Clear,Cleared,2
FL05752,2025-05-11,DXB-LHR,Airbus A380,243,1122.01,37,Storm,Delayed,4
FL05753,2025-07-27,DEL-SFO,Boeing 777,245,345.73,9,Storm,Routine,3
FL05754,2025-10-07,SIN-SYD,Boeing 787,309,981.53,3,Clear,Routine,1
FL05755,2025-02-09,SIN-SYD,Airbus A320,106,1276.28,18,Clear,Routine,3
FL05756,2025-03-31,DXB-LHR,Boeing 777,162,737.09,62,Clear,Routine,1
FL05757,2025-04-23,SFO-HND,Airbus A380,262,497.5,59,Clear,Routine,3
FL05758,2025-08-04,JFK-CDG,Boeing 787,328,984.53,7,Fog,Cleared,1
FL05759,2025-04-07,JFK-LHR,Boeing 787,293,1282.88,31,Clear,Routine,2
FL05760,2025-07-23,BOM-LHR,Boeing 777,166,311.09,0,Snow,Routine,4
FL05761,2025-05-20,JFK-CDG,Boeing 787,136,996.19,3,Storm,Urgent,2
FL05762,2025-03-19,JFK-LHR,Airbus A380,312,1053.97,17,Clear,Routine,5
FL05763,2025-07-09,JFK-LHR,Boeing 777,349,1002.96,6,Rain,Routine,5
FL05764,2025-09-03,SIN-SYD,Airbus A320,162,1062.54,40,Clear,Routine,2
FL05765,2025-04-19,JFK-LHR,Boeing 777,213,1039.22,66,Clear,Cleared,2
FL05766,2025-07-24,BOM-LHR,Boeing 777,53,413.0,0,Fog,Routine,4
FL05767,2025-04-25,JFK-LHR,Airbus A320,167,543.67,6,Clear,Delayed,2
FL05768,2025-05-03,DXB-LHR,Airbus A380,72,1023.74,14,Clear,Routine,5
FL05769,2025-07-03,JFK-CDG,Airbus A350,282,272.12,20,Snow,Delayed,2
FL05770,2025-11-14,DXB-LHR,Airbus A350,139,1043.43,61,Rain,Delayed,1
FL05771,2025-09-07,BOM-LHR,Airbus A320,304,1081.73,55,Rain,Routine,2
FL05772,2025-10-21,JFK-LHR,Airbus A380,141,548.97,25,Fog,Routine,4
FL05773,2025-10-10,DEL-SFO,Boeing 787,204,997.67,7,Clear,Routine,1
FL05774,2025-09-29,BOM-LHR,Airbus A320,356,917.61,38,Snow,Routine,2
FL05775,2025-03-01,SIN-SYD,Airbus A350,164,575.86,5,Fog,Cleared,3
FL05776,2025-09-02,DXB-LHR,Airbus A380,256,828.72,83,Clear,Routine,2
FL05777,2025-05-13,DXB-LHR,Boeing 777,130,1387.03,0,Clear,Routine,3
FL05778,2025-03-03,SFO-HND,Airbus A380,152,783.25,21,Clear,Urgent,1
FL05779,2025-08-15,JFK-LHR,Airbus A380,129,1037.31,2,Clear,Cleared,2
FL05780,2025-08-20,SIN-SYD,Airbus A350,152,294.19,13,Clear,Routine,2
FL05781,2025-06-22,DEL-SFO,Airbus A350,289,347.25,25,Rain,Delayed,1
FL05782,2025-08-14,DXB-LHR,Boeing 787,314,351.64,29,Fog,Routine,2
FL05783,2025-09-25,DXB-LHR,Boeing 787,82,1222.8,38,Rain,Routine,1
FL05784,2025-04-05,SIN-SYD,Airbus A320,84,687.82,22,Fog,Routine,1
FL05785,2025-02-09,BOM-LHR,Boeing 777,298,534.51,7,Clear,Routine,2
FL05786,2025-11-22,BOM-LHR,Boeing 787,99,1184.16,55,Clear,Routine,2
FL05787,2025-12-31,JFK-LHR,Airbus A350,329,462.45,41,Fog,Routine,1
FL05788,2025-02-04,SFO-HND,Airbus A380,291,558.12,4,Fog,Routine,4
FL05789,2025-05-20,DXB-LHR,Airbus A320,201,788.66,43,Clear,Routine,5
FL05790,2025-11-20,SFO-HND,Boeing 787,196,664.3,89,Rain,Routine,2
FL05791,2025-03-11,BOM-LHR,Airbus A380,88,981.74,25,Clear,Cleared,1
FL05792,2025-05-13,BOM-LHR,Airbus A380,238,672.3,8,Clear,Cleared,2
FL05793,2025-01-26,JFK-CDG,Boeing 787,74,741.19,23,Fog,Routine,1
FL05794,2025-11-18,DEL-SFO,Boeing 777,293,1328.61,10,Rain,Routine,2
FL05795,2025-03-10,JFK-LHR,Boeing 777,272,1355.66,28,Clear,Urgent,1
FL05796,2025-04-28,JFK-CDG,Airbus A320,279,1284.64,19,Clear,Routine,2
FL05797,2025-12-09,DEL-SFO,Boeing 777,202,1331.04,66,Clear,Cleared,3
FL05798,2025-10-13,JFK-CDG,Airbus A320,337,962.16,24,Snow,Routine,4
FL05799,2025-11-15,JFK-CDG,Airbus A350,157,1057.79,6,Clear,Routine,2
FL05800,2025-12-19,JFK-LHR,Boeing 787,82,946.47,32,Fog,Delayed,4
FL05801,2025-11-06,JFK-LHR,Airbus A380,160,1231.99,8,Storm,Routine,4
FL05802,2025-11-17,SIN-SYD,Airbus A320,170,938.75,7,Clear,Routine,2
FL05803,2025-07-05,SFO-HND,Boeing 777,65,388.85,12,Snow,Delayed,2
FL05804,2025-01-06,SFO-HND,Airbus A320,276,1261.98,0,Clear,Cleared,1
FL05805,2025-08-31,SIN-SYD,Airbus A320,60,1200.73,86,Clear,Routine,1
FL05806,2025-03-18,SIN-SYD,Boeing 777,252,1275.38,18,Clear,Delayed,1
FL05807,2025-01-01,BOM-LHR,Boeing 777,251,488.04,37,Fog,Cleared,2
FL05808,2025-07-18,DEL-SFO,Boeing 787,147,589.52,7,Clear,Routine,3
FL05809,2025-08-20,JFK-CDG,Airbus A380,165,619.69,34,Rain,Routine,3
FL05810,2025-04-17,SIN-SYD,Boeing 787,330,885.1,20,Clear,Routine,3
FL05811,2025-09-21,DXB-LHR,Boeing 787,398,417.35,13,Clear,Routine,5
FL05812,2025-08-16,SFO-HND,Boeing 777,281,731.73,88,Snow,Delayed,1
FL05813,2025-08-01,SIN-SYD,Boeing 777,160,477.7,17,Storm,Routine,3
FL05814,2025-10-29,DXB-LHR,Airbus A380,61,580.95,26,Clear,Routine,5
FL05815,2025-12-26,DXB-LHR,Airbus A320,70,1132.98,0,Clear,Routine,2
FL05816,2025-04-03,DXB-LHR,Boeing 787,176,1318.51,8,Clear,Routine,3
FL05817,2025-03-10,BOM-LHR,Airbus A380,334,278.63,54,Clear,Routine,2
FL05818,2025-04-01,BOM-LHR,Boeing 787,170,957.37,35,Snow,Routine,2
FL05819,2025-05-17,DXB-LHR,Airbus A320,173,295.07,19,Clear,Urgent,4
FL05820,2025-05-22,DEL-SFO,Boeing 787,82,356.56,57,Snow,Delayed,2
FL05821,2025-09-22,BOM-LHR,Airbus A350,219,1131.36,16,Rain,Urgent,5
FL05822,2025-11-03,JFK-CDG,Airbus A380,126,1169.51,20,Clear,Urgent,2
FL05823,2025-03-18,DXB-LHR,Boeing 777,346,1267.48,12,Clear,Cleared,1
FL05824,2025-04-20,JFK-CDG,Boeing 787,379,842.8,24,Clear,Routine,3
FL05825,2025-04-25,JFK-CDG,Airbus A380,112,1324.76,9,Clear,Cleared,3
FL05826,2025-07-22,DXB-LHR,Airbus A380,319,458.55,12,Rain,Routine,1
FL05827,2025-06-06,SFO-HND,Boeing 787,265,562.15,84,Clear,Routine,4
FL05828,2025-06-27,DEL-SFO,Boeing 777,239,418.13,2,Rain,Routine,4
FL05829,2025-11-15,DXB-LHR,Boeing 777,124,1246.92,2,Clear,Routine,4
FL05830,2025-12-23,DXB-LHR,Boeing 787,223,535.84,1,Clear,Routine,5
FL05831,2025-07-11,BOM-LHR,Airbus A380,116,444.39,9,Clear,Routine,2
FL05832,2025-02-23,DXB-LHR,Boeing 777,142,1028.89,12,Snow,Routine,3
FL05833,2025-03-08,SFO-HND,Boeing 787,102,346.35,2,Clear,Delayed,5
FL05834,2025-09-14,BOM-LHR,Boeing 787,143,306.13,19,Rain,Routine,3
FL05835,2025-02-16,JFK-LHR,Boeing 787,162,383.4,21,Clear,Delayed,1
FL05836,2025-01-17,JFK-LHR,Airbus A380,278,250.3,34,Clear,Routine,2
FL05837,2025-01-17,JFK-CDG,Boeing 777,299,1121.24,93,Clear,Routine,1
FL05838,2025-05-05,DEL-SFO,Airbus A380,258,952.79,24,Clear,Routine,3
FL05839,2025-09-08,JFK-CDG,Airbus A350,231,512.34,2,Snow,Urgent,3
